collection [http://www.w3.org/2004/02/skos/core#definition];name [http://www.w3.org/2004/02/skos/core#narrower];definition [Entity];description [http://www.w3.org/2004/02/skos/core#broader];http://www.w3.org/2004/02/skos/core#prefLabel;http://www.w3.org/2004/02/skos/core#note
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h2so4-dc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h2so4-dc;'Dissolution of carbonates by Sulfuric acid [H2SO4], external heat (dry combustion)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-h2so4-dc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h2so4-nodc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h2so4-nodc;'Dissolution of carbonates by Sulfuric acid [H2SO4], no external (no dry combustion)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-h2so4-nodc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h2so4-unkn';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h2so4-unkn;'Dissolution of carbonates by Sulfuric acid [H2SO4], external heat unknown';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-h2so4-unk'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h3po4-dc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h3po4-dc;'Dissolution of carbonates by Phosphoric acid [H3PO4], external heat (dry combustion)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_acid-h3po4-dc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h3po4-nodc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h3po4-nodc;'Dissolution of carbonates by Phosphoric acid [H3PO4], no external (no dry combustion)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-h3po4-nodc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-h3po4-unkn';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-h3po4-unkn;'Dissolution of carbonates by Phosphoric acid [H3PO4], external heat unknown';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-h3po4-unk'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-hcl-dc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-hcl-dc;'Dissolution of carbonates by Hydrochloric acid [HCl], or Perchloric acid [HClO4], external heat (dry combustion)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-hcl-dc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-hcl-nodc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-hcl-nodc;'Dissolution of carbonates by Hydrochloric acid [HCl], or Perchloric acid [HClO4], no external (no dry combustion)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-hcl-nodc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-hcl-unkn';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-hcl-unkn;'Dissolution of carbonates by Hydrochloric acid [HCl], or Perchloric acid [HClO4], external heat unknown';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-hcl-unk'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-nodc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-nodc;'Dissolution of carbonates by acid, no external (no dry combustion)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_acid-nodc'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_acid-unkn';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_acid-unkn;'Dissolution of carbonates by acid, external heat unknown';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_acid-unk'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca01';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca01;'Method of Scheibler (volumetric)';'ON L 1084-99 (1999) Chemical analyses of soilsï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½determination of carbonate. In: Austrian Standards Institute (ed) Oï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ NO;'CaCO3_ca01'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca02';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca02;'Method of Wesemael';'Wesemael, J.C., 1955. De bepaling van van calciumcarbonaatgehalte van gronden. Chemisch Weekblad 51, 35-36.';'CaCO3_ca02'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca03';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca03;'Method of Piper (HCl)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_ca03'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca04';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca04;'Calcimeter method (volumetric after adition of dilute acid)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_ca04'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca05';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca05;'Gravimetric (USDA Agr. Hdbk 60-/- method Richards et al., 1954)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_ca05'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca06';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca06;'H3PO4 acid at 80C, conductometric in NaOH (Schlichting & Blume, 1966)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca06'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca07';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca07;'Pressure calcimeter (Nelson, 1982)';"'https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/agronmonogr9.2.2ed'	'Nelson, D.W., and L.E. Sommers. 1982. Total carbon, organic carbon and organic matter. p. 539-579. In A.L. Page (ed.), 1983. Methods of soil analysis. Part 2. 2nd ed. Agron. Monogr. 9. ASA and SSSA, Madison, WI.'";'CaCO3_ca07'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca08';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca08;'Bernard calcimeter (Total CaCO3)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca08'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca09';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca09;'Carbonates: H3PO4 treatment at 80 deg. C and CO2 measurement like TOC (OC13), transformation into CaCO3 (Schlichting et al. 1995)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca09'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca10';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca10;'CaCO3 Equivalent, CO2 evolution after HCl treatment. Gravimetric';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca10'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca11';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca11;'Black, 1965-HCl';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca11'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_ca12';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_ca12;'Treatment with H2SO4 N/2 acid followed by titration with NaOH N/2 in presence of an indicator';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaCO3_ca12'
'http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure';'CaCO3_calcul-tc-oc';http://w3id.org/glosis/model/procedure/totalCarbonateEquivalentProcedure-CaCO3_calcul-tc-oc;'Indirect estimate: inorganic carbon divided by 0.12 (computed as total carbon minus organic carbon)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaCO3_calcul-tc-oc'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy01';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy01;'Dissolved in water and precipitated by acetone';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaSO4_gy01'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy02';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy02;'Differ. between Ca-conc. in sat. extr. and Ca-conc. in 1/50 s/w solution';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaSO4_gy02'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy03';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy03;'Calculated from conductivity of successive dilutions';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaSO4_gy03'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy04';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy04;'In 0.1 M Na3-EDTA-/- turbidimetric (Begheijn, 1993)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CaSO4_gy04'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy05';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy05;'Gravimetric after dissolution in 0.2 N HCl (USSR-method)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaSO4_gy05'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy06';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy06;'Total-S, using LECO furnace, minus easily soluble MgSO4 and Na2SO4';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaSO4_gy06'
'http://w3id.org/glosis/model/procedure/gypsumProcedure';'CaSO4_gy07';http://w3id.org/glosis/model/procedure/gypsumProcedure-CaSO4_gy07;'Schleiff method, electrometric';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'CaSO4_gy07'
'http://w3id.org/glosis/model/procedure/cationExchangeCapacitySoilProcedure';'CEC_ph0-ag-thioura';http://w3id.org/glosis/model/procedure/cationExchangeCapacitySoilProcedure-CEC_ph0-ag-thioura;'CEC unbuffered at pH of the soil, in 0.01 M Ag-thioura exchange solution';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'CEC_ph0-ag-thioura'
